year,group,sys,topic,n,n_u,n_t,avg,avg_t
2014,ICTNET,ICTNET14ADR2,286,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,287,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,288,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,289,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,290,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,291,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,292,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,293,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,294,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,295,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,296,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,297,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,298,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,299,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR2,300,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,251,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,252,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,253,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,254,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,255,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,256,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,257,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,258,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,259,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,260,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,261,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,262,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,263,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,264,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,265,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,266,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,267,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,268,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,269,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,270,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,271,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,272,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,273,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,274,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,275,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,276,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,277,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,278,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,279,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,280,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,281,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,282,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,283,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,284,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,285,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,286,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,287,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,288,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,289,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,290,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,291,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,292,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,293,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,294,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,295,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,296,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,297,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,298,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,299,1000,1000,0,1,
2014,ICTNET,ICTNET14ADR3,300,1000,1000,0,1,
2014,Group.Xu,Protoss,251,1000,1000,0,1,
2014,Group.Xu,Protoss,252,1000,1000,0,1,
2014,Group.Xu,Protoss,253,1000,1000,0,1,
2014,Group.Xu,Protoss,254,1000,1000,0,1,
2014,Group.Xu,Protoss,255,949,949,0,1,
2014,Group.Xu,Protoss,256,1000,1000,0,1,
2014,Group.Xu,Protoss,257,1000,1000,0,1,
2014,Group.Xu,Protoss,258,1000,1000,0,1,
2014,Group.Xu,Protoss,259,1000,1000,0,1,
2014,Group.Xu,Protoss,260,1000,1000,0,1,
2014,Group.Xu,Protoss,261,1000,1000,0,1,
2014,Group.Xu,Protoss,262,1000,1000,0,1,
2014,Group.Xu,Protoss,263,1000,1000,0,1,
2014,Group.Xu,Protoss,264,1000,1000,0,1,
2014,Group.Xu,Protoss,265,1000,1000,0,1,
2014,Group.Xu,Protoss,266,1000,1000,0,1,
2014,Group.Xu,Protoss,267,899,899,0,1,
2014,Group.Xu,Protoss,268,1000,1000,0,1,
2014,Group.Xu,Protoss,269,1000,1000,0,1,
2014,Group.Xu,Protoss,270,1000,1000,0,1,
2014,Group.Xu,Protoss,271,1000,1000,0,1,
2014,Group.Xu,Protoss,272,1000,1000,0,1,
2014,Group.Xu,Protoss,273,1000,1000,0,1,
2014,Group.Xu,Protoss,274,1000,1000,0,1,
2014,Group.Xu,Protoss,275,1000,1000,0,1,
2014,Group.Xu,Protoss,276,1000,1000,0,1,
2014,Group.Xu,Protoss,277,1000,1000,0,1,
2014,Group.Xu,Protoss,278,1000,1000,0,1,
2014,Group.Xu,Protoss,279,1000,1000,0,1,
2014,Group.Xu,Protoss,280,1000,1000,0,1,
2014,Group.Xu,Protoss,281,1000,1000,0,1,
2014,Group.Xu,Protoss,282,1000,1000,0,1,
2014,Group.Xu,Protoss,283,1000,1000,0,1,
2014,Group.Xu,Protoss,284,1000,1000,0,1,
2014,Group.Xu,Protoss,285,1000,1000,0,1,
2014,Group.Xu,Protoss,286,1000,1000,0,1,
2014,Group.Xu,Protoss,287,1000,1000,0,1,
2014,Group.Xu,Protoss,288,1000,1000,0,1,
2014,Group.Xu,Protoss,289,1000,1000,0,1,
2014,Group.Xu,Protoss,290,1000,1000,0,1,
2014,Group.Xu,Protoss,291,1000,1000,0,1,
2014,Group.Xu,Protoss,292,1000,1000,0,1,
2014,Group.Xu,Protoss,293,1000,1000,0,1,
2014,Group.Xu,Protoss,294,1000,1000,0,1,
2014,Group.Xu,Protoss,295,1000,1000,0,1,
2014,Group.Xu,Protoss,296,1000,1000,0,1,
2014,Group.Xu,Protoss,297,1000,1000,0,1,
2014,Group.Xu,Protoss,298,1000,1000,0,1,
2014,Group.Xu,Protoss,299,1000,1000,0,1,
2014,Group.Xu,Protoss,300,1000,1000,0,1,
2014,SNUMedinfo,SNUMedinfo11,251,1000,958,42,1.02564102564103,2.47058823529412
2014,SNUMedinfo,SNUMedinfo11,252,1000,743,257,1.19760479041916,2.79347826086957
2014,SNUMedinfo,SNUMedinfo11,253,1000,896,104,1.06951871657754,2.66666666666667
2014,SNUMedinfo,SNUMedinfo11,254,1000,885,115,1.07066381156317,2.3469387755102
2014,SNUMedinfo,SNUMedinfo11,255,1000,894,106,1.06382978723404,2.30434782608696
2014,SNUMedinfo,SNUMedinfo11,256,1000,761,239,1.14942528735632,2.19266055045872
2014,SNUMedinfo,SNUMedinfo11,257,1000,809,191,1.13378684807256,2.61643835616438
2014,SNUMedinfo,SNUMedinfo11,258,1000,695,305,1.23456790123457,2.65217391304348
2014,SNUMedinfo,SNUMedinfo11,259,1000,859,141,1.1001100110011,2.82
2014,SNUMedinfo,SNUMedinfo11,260,1000,766,234,1.20048019207683,3.49253731343284
2014,SNUMedinfo,SNUMedinfo11,261,1000,913,87,1.05820105820106,2.71875
2014,SNUMedinfo,SNUMedinfo11,262,1000,862,138,1.08932461873638,2.46428571428571
2014,SNUMedinfo,SNUMedinfo11,263,1000,883,117,1.085776330076,3.07894736842105
2014,SNUMedinfo,SNUMedinfo11,264,1000,849,151,1.08813928182807,2.15714285714286
2014,SNUMedinfo,SNUMedinfo11,265,1000,859,141,1.08813928182807,2.35
2014,SNUMedinfo,SNUMedinfo11,266,1000,921,79,1.04602510460251,2.25714285714286
2014,SNUMedinfo,SNUMedinfo11,267,1000,512,488,1.54559505409583,3.61481481481481
2014,SNUMedinfo,SNUMedinfo11,268,1000,883,117,1.07758620689655,2.6
2014,SNUMedinfo,SNUMedinfo11,269,1000,807,193,1.1441647597254,2.88059701492537
2014,SNUMedinfo,SNUMedinfo11,270,1000,684,316,1.29366106080207,3.55056179775281
2014,SNUMedinfo,SNUMedinfo11,271,1000,771,229,1.20336943441637,3.81666666666667
2014,SNUMedinfo,SNUMedinfo11,272,1000,214,786,2.51889168765743,4.29508196721311
2014,SNUMedinfo,SNUMedinfo11,273,1000,763,237,1.22399020807834,4.38888888888889
2014,SNUMedinfo,SNUMedinfo11,274,1000,864,136,1.10132158590308,3.09090909090909
2014,SNUMedinfo,SNUMedinfo11,275,1000,876,124,1.07758620689655,2.38461538461538
2014,SNUMedinfo,SNUMedinfo11,276,1000,897,103,1.06044538706257,2.23913043478261
2014,SNUMedinfo,SNUMedinfo11,277,1000,737,263,1.29533678756477,7.51428571428571
2014,SNUMedinfo,SNUMedinfo11,278,1000,800,200,1.12866817155756,2.32558139534884
2014,SNUMedinfo,SNUMedinfo11,279,1000,807,193,1.12485939257593,2.35365853658537
2014,SNUMedinfo,SNUMedinfo11,280,1000,928,72,1.03842159916926,2.05714285714286
2014,SNUMedinfo,SNUMedinfo11,281,1000,836,164,1.12994350282486,3.3469387755102
2014,SNUMedinfo,SNUMedinfo11,282,1000,853,147,1.08225108225108,2.07042253521127
2014,SNUMedinfo,SNUMedinfo11,283,1000,827,173,1.11358574610245,2.43661971830986
2014,SNUMedinfo,SNUMedinfo11,284,1000,913,87,1.0515247108307,2.28947368421053
2014,SNUMedinfo,SNUMedinfo11,285,1000,923,77,1.04166666666667,2.08108108108108
2014,SNUMedinfo,SNUMedinfo11,286,1000,889,111,1.06382978723404,2.17647058823529
2014,SNUMedinfo,SNUMedinfo11,287,1000,789,211,1.17508813160987,3.40322580645161
2014,SNUMedinfo,SNUMedinfo11,288,1000,941,59,1.03199174406605,2.10714285714286
2014,SNUMedinfo,SNUMedinfo11,289,1000,904,96,1.06157112526539,2.52631578947368
2014,SNUMedinfo,SNUMedinfo11,290,1000,868,132,1.09649122807018,3
2014,SNUMedinfo,SNUMedinfo11,291,1000,792,208,1.12866817155756,2.21276595744681
2014,SNUMedinfo,SNUMedinfo11,292,1000,40,960,21.2765957446809,137.142857142857
2014,SNUMedinfo,SNUMedinfo11,293,1000,703,297,1.28205128205128,3.85714285714286
2014,SNUMedinfo,SNUMedinfo11,294,1000,912,88,1.0515247108307,2.25641025641026
2014,SNUMedinfo,SNUMedinfo11,295,1000,632,368,1.32100396301189,2.944
2014,SNUMedinfo,SNUMedinfo11,296,1000,907,93,1.05485232067511,2.26829268292683
2014,SNUMedinfo,SNUMedinfo11,297,1000,902,98,1.06269925611052,2.51282051282051
2014,SNUMedinfo,SNUMedinfo11,298,1000,954,46,1.02564102564103,2.19047619047619
2014,SNUMedinfo,SNUMedinfo11,299,1000,900,100,1.07642626480086,3.44827586206897
2014,SNUMedinfo,SNUMedinfo11,300,1000,241,759,3.003003003003,8.25
2014,SNUMedinfo,SNUMedinfo12,251,536,514,22,1.02485659655832,2.44444444444444
2014,SNUMedinfo,SNUMedinfo12,252,762,538,224,1.23300970873786,2.8
2014,SNUMedinfo,SNUMedinfo12,253,355,320,35,1.05654761904762,2.1875
2014,SNUMedinfo,SNUMedinfo12,254,712,628,84,1.07228915662651,2.33333333333333
2014,SNUMedinfo,SNUMedinfo12,255,220,200,20,1.04761904761905,2
2014,SNUMedinfo,SNUMedinfo12,256,523,335,188,1.2452380952381,2.21176470588235
2014,SNUMedinfo,SNUMedinfo12,257,560,437,123,1.15463917525773,2.5625
2014,SNUMedinfo,SNUMedinfo12,258,548,331,217,1.33333333333333,2.7125
2014,SNUMedinfo,SNUMedinfo12,259,620,519,101,1.11913357400722,2.88571428571429
2014,SNUMedinfo,SNUMedinfo12,260,503,404,99,1.13800904977376,2.60526315789474
2014,SNUMedinfo,SNUMedinfo12,261,189,173,16,1.05586592178771,2.66666666666667
2014,SNUMedinfo,SNUMedinfo12,262,121,105,16,1.08035714285714,2.28571428571429
2014,SNUMedinfo,SNUMedinfo12,263,717,626,91,1.09800918836141,3.37037037037037
2014,SNUMedinfo,SNUMedinfo12,264,557,481,76,1.07736943907157,2.11111111111111
2014,SNUMedinfo,SNUMedinfo12,265,568,467,101,1.11591355599214,2.4047619047619
2014,SNUMedinfo,SNUMedinfo12,266,323,290,33,1.0625,2.35714285714286
2014,SNUMedinfo,SNUMedinfo12,267,35,33,2,1.02941176470588,2
2014,SNUMedinfo,SNUMedinfo12,268,412,363,49,1.07291666666667,2.33333333333333
2014,SNUMedinfo,SNUMedinfo12,269,412,330,82,1.17378917378917,3.9047619047619
2014,SNUMedinfo,SNUMedinfo12,270,849,539,310,1.3584,3.6046511627907
2014,SNUMedinfo,SNUMedinfo12,271,791,587,204,1.24566929133858,4.25
2014,SNUMedinfo,SNUMedinfo12,272,17,17,0,1,
2014,SNUMedinfo,SNUMedinfo12,273,622,448,174,1.30398322851153,6
2014,SNUMedinfo,SNUMedinfo12,274,172,146,26,1.1025641025641,2.6
2014,SNUMedinfo,SNUMedinfo12,275,574,506,68,1.06691449814126,2.125
2014,SNUMedinfo,SNUMedinfo12,276,720,633,87,1.07142857142857,2.23076923076923
2014,SNUMedinfo,SNUMedinfo12,277,533,311,222,1.63496932515337,14.8
2014,SNUMedinfo,SNUMedinfo12,278,491,359,132,1.18313253012048,2.35714285714286
2014,SNUMedinfo,SNUMedinfo12,279,605,459,146,1.16795366795367,2.47457627118644
2014,SNUMedinfo,SNUMedinfo12,280,331,311,20,1.034375,2.22222222222222
2014,SNUMedinfo,SNUMedinfo12,281,726,567,159,1.18241042345277,3.38297872340426
2014,SNUMedinfo,SNUMedinfo12,282,718,592,126,1.09954058192956,2.0655737704918
2014,SNUMedinfo,SNUMedinfo12,283,415,358,57,1.0978835978836,2.85
2014,SNUMedinfo,SNUMedinfo12,284,643,592,51,1.04723127035831,2.31818181818182
2014,SNUMedinfo,SNUMedinfo12,285,456,430,26,1.0316742081448,2.16666666666667
2014,SNUMedinfo,SNUMedinfo12,286,718,646,72,1.05433186490455,2.05714285714286
2014,SNUMedinfo,SNUMedinfo12,287,622,448,174,1.24899598393574,3.48
2014,SNUMedinfo,SNUMedinfo12,288,382,356,26,1.03804347826087,2.16666666666667
2014,SNUMedinfo,SNUMedinfo12,289,275,244,31,1.06589147286822,2.21428571428571
2014,SNUMedinfo,SNUMedinfo12,290,544,488,56,1.06876227897839,2.66666666666667
2014,SNUMedinfo,SNUMedinfo12,291,940,732,208,1.13801452784504,2.21276595744681
2014,SNUMedinfo,SNUMedinfo12,292,980,20,960,36.2962962962963,137.142857142857
2014,SNUMedinfo,SNUMedinfo12,293,149,134,15,1.07194244604317,3
2014,SNUMedinfo,SNUMedinfo12,294,551,499,52,1.05152671755725,2.08
2014,SNUMedinfo,SNUMedinfo12,295,237,209,28,1.0627802690583,2
2014,SNUMedinfo,SNUMedinfo12,296,659,615,44,1.03453689167975,2
2014,SNUMedinfo,SNUMedinfo12,297,311,276,35,1.06506849315068,2.1875
2014,SNUMedinfo,SNUMedinfo12,298,835,799,36,1.02453987730061,2.25
2014,SNUMedinfo,SNUMedinfo12,299,604,540,64,1.08050089445438,3.36842105263158
2014,SNUMedinfo,SNUMedinfo12,300,877,134,743,3.98636363636364,8.63953488372093
2014,SNUMedinfo,SNUMedinfo13,251,536,516,20,1.02290076335878,2.5
2014,SNUMedinfo,SNUMedinfo13,252,762,552,210,1.2192,2.87671232876712
2014,SNUMedinfo,SNUMedinfo13,253,355,322,33,1.05341246290801,2.2
2014,SNUMedinfo,SNUMedinfo13,254,712,632,80,1.06906906906907,2.35294117647059
2014,SNUMedinfo,SNUMedinfo13,255,220,200,20,1.04761904761905,2
2014,SNUMedinfo,SNUMedinfo13,256,523,347,176,1.22769953051643,2.22784810126582
2014,SNUMedinfo,SNUMedinfo13,257,560,447,113,1.14285714285714,2.62790697674419
2014,SNUMedinfo,SNUMedinfo13,258,548,337,211,1.32367149758454,2.74025974025974
2014,SNUMedinfo,SNUMedinfo13,259,620,526,94,1.11111111111111,2.9375
2014,SNUMedinfo,SNUMedinfo13,260,503,409,94,1.13033707865169,2.61111111111111
2014,SNUMedinfo,SNUMedinfo13,261,189,173,16,1.05586592178771,2.66666666666667
2014,SNUMedinfo,SNUMedinfo13,262,121,105,16,1.08035714285714,2.28571428571429
2014,SNUMedinfo,SNUMedinfo13,263,717,632,85,1.09298780487805,3.54166666666667
2014,SNUMedinfo,SNUMedinfo13,264,557,486,71,1.07115384615385,2.08823529411765
2014,SNUMedinfo,SNUMedinfo13,265,568,471,97,1.11154598825832,2.425
2014,SNUMedinfo,SNUMedinfo13,266,323,296,27,1.05211726384365,2.45454545454545
2014,SNUMedinfo,SNUMedinfo13,267,35,33,2,1.02941176470588,2
2014,SNUMedinfo,SNUMedinfo13,268,412,365,47,1.07012987012987,2.35
2014,SNUMedinfo,SNUMedinfo13,269,412,340,72,1.15730337078652,4.5
2014,SNUMedinfo,SNUMedinfo13,270,849,556,293,1.32863849765258,3.53012048192771
2014,SNUMedinfo,SNUMedinfo13,271,791,603,188,1.23017107309487,4.7
2014,SNUMedinfo,SNUMedinfo13,272,17,17,0,1,
2014,SNUMedinfo,SNUMedinfo13,273,622,460,162,1.28778467908903,7.04347826086957
2014,SNUMedinfo,SNUMedinfo13,274,172,158,14,1.04878048780488,2.33333333333333
2014,SNUMedinfo,SNUMedinfo13,275,574,512,62,1.06099815157116,2.13793103448276
2014,SNUMedinfo,SNUMedinfo13,276,720,637,83,1.06824925816024,2.24324324324324
2014,SNUMedinfo,SNUMedinfo13,277,533,313,220,1.62996941896024,15.7142857142857
2014,SNUMedinfo,SNUMedinfo13,278,491,375,116,1.15801886792453,2.36734693877551
2014,SNUMedinfo,SNUMedinfo13,279,605,469,136,1.15458015267176,2.47272727272727
2014,SNUMedinfo,SNUMedinfo13,280,331,315,16,1.02795031055901,2.28571428571429
2014,SNUMedinfo,SNUMedinfo13,281,726,587,139,1.1616,3.65789473684211
2014,SNUMedinfo,SNUMedinfo13,282,718,602,116,1.09118541033435,2.07142857142857
2014,SNUMedinfo,SNUMedinfo13,283,415,360,55,1.09498680738786,2.89473684210526
2014,SNUMedinfo,SNUMedinfo13,284,643,618,25,1.02551834130782,2.77777777777778
2014,SNUMedinfo,SNUMedinfo13,285,456,436,20,1.0247191011236,2.22222222222222
2014,SNUMedinfo,SNUMedinfo13,286,718,654,64,1.04817518248175,2.06451612903226
2014,SNUMedinfo,SNUMedinfo13,287,622,492,130,1.19385796545106,4.48275862068966
2014,SNUMedinfo,SNUMedinfo13,288,382,360,22,1.03243243243243,2.2
2014,SNUMedinfo,SNUMedinfo13,289,275,246,29,1.06177606177606,2.23076923076923
2014,SNUMedinfo,SNUMedinfo13,290,544,492,52,1.06457925636008,2.73684210526316
2014,SNUMedinfo,SNUMedinfo13,291,940,784,156,1.09941520467836,2.19718309859155
2014,SNUMedinfo,SNUMedinfo13,292,980,22,958,31.6129032258065,106.444444444444
2014,SNUMedinfo,SNUMedinfo13,293,149,134,15,1.07194244604317,3
2014,SNUMedinfo,SNUMedinfo13,294,551,503,48,1.04752851711027,2.08695652173913
2014,SNUMedinfo,SNUMedinfo13,295,237,213,24,1.05333333333333,2
2014,SNUMedinfo,SNUMedinfo13,296,659,619,40,1.03129890453834,2
2014,SNUMedinfo,SNUMedinfo13,297,311,288,23,1.04362416107383,2.3
2014,SNUMedinfo,SNUMedinfo13,298,835,801,34,1.02328431372549,2.26666666666667
2014,SNUMedinfo,SNUMedinfo13,299,604,540,64,1.08050089445438,3.36842105263158
2014,SNUMedinfo,SNUMedinfo13,300,877,134,743,3.98636363636364,8.63953488372093
2014,Group.Xu,Terran,251,1000,1000,0,1,
2014,Group.Xu,Terran,252,1000,1000,0,1,
2014,Group.Xu,Terran,253,1000,1000,0,1,
2014,Group.Xu,Terran,254,1000,1000,0,1,
2014,Group.Xu,Terran,255,949,949,0,1,
2014,Group.Xu,Terran,256,1000,1000,0,1,
2014,Group.Xu,Terran,257,1000,1000,0,1,
2014,Group.Xu,Terran,258,1000,1000,0,1,
2014,Group.Xu,Terran,259,1000,1000,0,1,
2014,Group.Xu,Terran,260,1000,1000,0,1,
2014,Group.Xu,Terran,261,1000,1000,0,1,
2014,Group.Xu,Terran,262,1000,1000,0,1,
2014,Group.Xu,Terran,263,1000,1000,0,1,
2014,Group.Xu,Terran,264,1000,1000,0,1,
2014,Group.Xu,Terran,265,1000,1000,0,1,
2014,Group.Xu,Terran,266,1000,1000,0,1,
2014,Group.Xu,Terran,267,899,899,0,1,
2014,Group.Xu,Terran,268,1000,1000,0,1,
2014,Group.Xu,Terran,269,1000,1000,0,1,
2014,Group.Xu,Terran,270,1000,1000,0,1,
2014,Group.Xu,Terran,271,1000,1000,0,1,
2014,Group.Xu,Terran,272,1000,1000,0,1,
2014,Group.Xu,Terran,273,1000,1000,0,1,
2014,Group.Xu,Terran,274,1000,1000,0,1,
2014,Group.Xu,Terran,275,1000,1000,0,1,
2014,Group.Xu,Terran,276,1000,1000,0,1,
2014,Group.Xu,Terran,277,1000,1000,0,1,
2014,Group.Xu,Terran,278,1000,1000,0,1,
2014,Group.Xu,Terran,279,1000,1000,0,1,
2014,Group.Xu,Terran,280,1000,1000,0,1,
2014,Group.Xu,Terran,281,1000,1000,0,1,
2014,Group.Xu,Terran,282,1000,1000,0,1,
2014,Group.Xu,Terran,283,1000,1000,0,1,
2014,Group.Xu,Terran,284,1000,1000,0,1,
2014,Group.Xu,Terran,285,1000,1000,0,1,
2014,Group.Xu,Terran,286,1000,1000,0,1,
2014,Group.Xu,Terran,287,1000,1000,0,1,
2014,Group.Xu,Terran,288,1000,1000,0,1,
2014,Group.Xu,Terran,289,1000,1000,0,1,
2014,Group.Xu,Terran,290,1000,1000,0,1,
2014,Group.Xu,Terran,291,1000,1000,0,1,
2014,Group.Xu,Terran,292,1000,1000,0,1,
2014,Group.Xu,Terran,293,1000,1000,0,1,
2014,Group.Xu,Terran,294,1000,1000,0,1,
2014,Group.Xu,Terran,295,1000,1000,0,1,
2014,Group.Xu,Terran,296,1000,1000,0,1,
2014,Group.Xu,Terran,297,1000,1000,0,1,
2014,Group.Xu,Terran,298,1000,1000,0,1,
2014,Group.Xu,Terran,299,1000,1000,0,1,
2014,Group.Xu,Terran,300,1000,1000,0,1,
2014,udel_fang,UDInfoWebAX,251,1000,427,573,2.12314225053079,13.0227272727273
2014,udel_fang,UDInfoWebAX,252,1000,775,225,1.15606936416185,2.5
2014,udel_fang,UDInfoWebAX,253,1000,823,177,1.11111111111111,2.2987012987013
2014,udel_fang,UDInfoWebAX,254,1000,795,205,1.13250283125708,2.32954545454545
2014,udel_fang,UDInfoWebAX,255,1000,743,257,1.18203309692671,2.49514563106796
2014,udel_fang,UDInfoWebAX,256,1000,806,194,1.1441647597254,2.85294117647059
2014,udel_fang,UDInfoWebAX,257,1000,748,252,1.17508813160987,2.44660194174757
2014,udel_fang,UDInfoWebAX,258,1000,757,243,1.18343195266272,2.76136363636364
2014,udel_fang,UDInfoWebAX,259,1000,788,212,1.17508813160987,3.36507936507937
2014,udel_fang,UDInfoWebAX,260,1000,737,263,1.17370892018779,2.28695652173913
2014,udel_fang,UDInfoWebAX,261,1000,775,225,1.14025085518814,2.20588235294118
2014,udel_fang,UDInfoWebAX,262,1000,780,220,1.14942528735632,2.44444444444444
2014,udel_fang,UDInfoWebAX,263,1000,676,324,1.22399020807834,2.29787234042553
2014,udel_fang,UDInfoWebAX,264,1000,757,243,1.15207373271889,2.18918918918919
2014,udel_fang,UDInfoWebAX,265,1000,739,261,1.17233294255569,2.28947368421053
2014,udel_fang,UDInfoWebAX,266,1000,723,277,1.19760479041916,2.47321428571429
2014,udel_fang,UDInfoWebAX,267,1000,757,243,1.18063754427391,2.7
2014,udel_fang,UDInfoWebAX,268,1000,801,199,1.15473441108545,3.06153846153846
2014,udel_fang,UDInfoWebAX,269,1000,505,495,1.47275405007364,2.8448275862069
2014,udel_fang,UDInfoWebAX,270,1000,801,199,1.12994350282486,2.36904761904762
2014,udel_fang,UDInfoWebAX,271,1000,827,173,1.11234705228031,2.40277777777778
2014,udel_fang,UDInfoWebAX,272,1000,775,225,1.13507377979569,2.12264150943396
2014,udel_fang,UDInfoWebAX,273,1000,738,262,1.19617224880383,2.6734693877551
2014,udel_fang,UDInfoWebAX,274,1000,574,426,1.30548302872063,2.21875
2014,udel_fang,UDInfoWebAX,275,1000,846,154,1.08813928182807,2.10958904109589
2014,udel_fang,UDInfoWebAX,276,1000,751,249,1.15340253748558,2.14655172413793
2014,udel_fang,UDInfoWebAX,277,1000,523,477,1.74825174825175,9.73469387755102
2014,udel_fang,UDInfoWebAX,278,1000,623,377,1.27713920817369,2.35625
2014,udel_fang,UDInfoWebAX,279,1000,663,337,1.25156445556946,2.47794117647059
2014,udel_fang,UDInfoWebAX,280,1000,659,341,1.29032258064516,2.93965517241379
2014,udel_fang,UDInfoWebAX,281,1000,728,272,1.24223602484472,3.53246753246753
2014,udel_fang,UDInfoWebAX,282,1000,685,315,1.23609394313968,2.54032258064516
2014,udel_fang,UDInfoWebAX,283,1000,818,182,1.12866817155756,2.67647058823529
2014,udel_fang,UDInfoWebAX,284,1000,809,191,1.11358574610245,2.14606741573034
2014,udel_fang,UDInfoWebAX,285,1000,741,259,1.18063754427391,2.44339622641509
2014,udel_fang,UDInfoWebAX,286,1000,726,274,1.20772946859903,2.68627450980392
2014,udel_fang,UDInfoWebAX,287,1000,441,559,1.82815356489945,5.27358490566038
2014,udel_fang,UDInfoWebAX,288,1000,779,221,1.13378684807256,2.14563106796117
2014,udel_fang,UDInfoWebAX,289,1000,793,207,1.12739571589628,2.20212765957447
2014,udel_fang,UDInfoWebAX,290,1000,803,197,1.12485939257593,2.2906976744186
2014,udel_fang,UDInfoWebAX,291,1000,576,424,1.36798905608755,2.73548387096774
2014,udel_fang,UDInfoWebAX,292,1000,9,991,66.6666666666667,165.166666666667
2014,udel_fang,UDInfoWebAX,293,1000,645,355,1.26903553299492,2.48251748251748
2014,udel_fang,UDInfoWebAX,294,1000,700,300,1.23304562268804,2.7027027027027
2014,udel_fang,UDInfoWebAX,295,1000,651,349,1.32275132275132,3.32380952380952
2014,udel_fang,UDInfoWebAX,296,1000,780,220,1.13507377979569,2.17821782178218
2014,udel_fang,UDInfoWebAX,297,1000,796,204,1.13507377979569,2.4
2014,udel_fang,UDInfoWebAX,298,1000,764,236,1.18343195266272,2.91358024691358
2014,udel_fang,UDInfoWebAX,299,1000,733,267,1.194743130227,2.56730769230769
2014,udel_fang,UDInfoWebAX,300,1000,750,250,1.16279069767442,2.27272727272727
2014,udel_fang,UDInfoWebENT,251,1000,427,573,2.12314225053079,13.0227272727273
2014,udel_fang,UDInfoWebENT,252,1000,775,225,1.15606936416185,2.5
2014,udel_fang,UDInfoWebENT,253,1000,823,177,1.11111111111111,2.2987012987013
2014,udel_fang,UDInfoWebENT,254,1000,795,205,1.13250283125708,2.32954545454545
